Punktnummer,Ost,Nord,Höhe,Hz-Winkel,V-Winkel,Schrägdistanz,Horizontaldistanz,Code & Punkt Info,Zeitstempel
3_TS091411371068,2601405.6577,1144078.3673,1113.6495,111.2104 g,84.4447 g,140.3167,136.1482,,14.09.2022 11:37:11
3_TS091411370970,2601405.6520,1144078.3683,1113.6480,111.2104 g,84.4447 g,140.3107,136.1424,,14.09.2022 11:37:10
3_TS091411370871,2601405.6491,1144078.3688,1113.6473,111.2104 g,84.4447 g,140.3077,136.1395,,14.09.2022 11:37:09
3_TS091411370771,2601405.6575,1144078.3674,1113.6494,111.2103 g,84.4447 g,140.3165,136.1480,,14.09.2022 11:37:08
3_TS091411370704,2601405.6638,1144078.3662,1113.6510,111.2103 g,84.4447 g,140.3231,136.1544,,14.09.2022 11:37:07
3_TS091411370575,2601405.6652,1144078.3660,1113.6514,111.2104 g,84.4447 g,140.3246,136.1559,,14.09.2022 11:37:06
3_TS091411370471,2601405.6528,1144078.3682,1113.6482,111.2103 g,84.4448 g,140.3116,136.1433,,14.09.2022 11:37:05
3_TS091411370375,2601405.6489,1144078.3689,1113.6473,111.2103 g,84.4447 g,140.3075,136.1393,,14.09.2022 11:37:04
3_TS091411370285,2601405.6439,1144078.3698,1113.6460,111.2103 g,84.4447 g,140.3023,136.1342,,14.09.2022 11:37:03
3_TS091411370204,2601405.6490,1144078.3688,1113.6473,111.2104 g,84.4447 g,140.3076,136.1394,,14.09.2022 11:37:02
3_TS091411370105,2601405.6597,1144078.3669,1113.6499,111.2103 g,84.4448 g,140.3188,136.1502,,14.09.2022 11:37:01
3_TS091411370010,2601405.6690,1144078.3653,1113.6522,111.2103 g,84.4448 g,140.3285,136.1597,,14.09.2022 11:37:00
3_TS091411365916,2601405.6554,1144078.3677,1113.6488,111.2103 g,84.4448 g,140.3143,136.1459,,14.09.2022 11:36:59
3_TS091411365784,2601405.6479,1144078.3691,1113.6469,111.2103 g,84.4448 g,140.3064,136.1382,,14.09.2022 11:36:58
3_TS091411365690,2601405.6469,1144078.3693,1113.6466,111.2103 g,84.4448 g,140.3054,136.1373,,14.09.2022 11:36:57
3_TS091411365593,2601405.6455,1144078.3695,1113.6463,111.2103 g,84.4448 g,140.3039,136.1358,,14.09.2022 11:36:56
3_TS091411365509,2601405.6617,1144078.3666,1113.6504,111.2103 g,84.4448 g,140.3209,136.1523,,14.09.2022 11:36:55
3_TS091411365409,2601405.6670,1144078.3657,1113.6516,111.2103 g,84.4448 g,140.3264,136.1577,,14.09.2022 11:36:54
3_TS091411365315,2601405.6638,1144078.3662,1113.6509,111.2103 g,84.4448 g,140.3231,136.1544,,14.09.2022 11:36:53
3_TS091411365231,2601405.6488,1144078.3689,1113.6471,111.2103 g,84.4448 g,140.3074,136.1392,,14.09.2022 11:36:52
3_TS091411365132,2601405.6393,1144078.3706,1113.6446,111.2103 g,84.4448 g,140.2974,136.1295,,14.09.2022 11:36:51
3_TS091411365088,2601405.6471,1144078.3692,1113.6465,111.2103 g,84.4448 g,140.3055,136.1374,,14.09.2022 11:36:51
3_TS091411364947,2601405.6547,1144078.3679,1113.6485,111.2103 g,84.4448 g,140.3135,136.1451,,14.09.2022 11:36:49
3_TS091411364845,2601405.6633,1144078.3663,1113.6506,111.2103 g,84.4448 g,140.3225,136.1539,,14.09.2022 11:36:48
3_TS091411364755,2601405.6569,1144078.3675,1113.6490,111.2103 g,84.4448 g,140.3158,136.1474,,14.09.2022 11:36:48
3_TS091411364654,2601405.6525,1144078.3682,1113.6479,111.2103 g,84.4449 g,140.3112,136.1429,,14.09.2022 11:36:47
3_TS091411364533,2601405.6474,1144078.3691,1113.6466,111.2103 g,84.4449 g,140.3059,136.1378,,14.09.2022 11:36:45
3_TS091411364445,2601405.6498,1144078.3687,1113.6472,111.2103 g,84.4449 g,140.3084,136.1402,,14.09.2022 11:36:44
3_TS091411364349,2601405.6548,1144078.3678,1113.6485,111.2103 g,84.4449 g,140.3136,136.1453,,14.09.2022 11:36:43
3_TS091411364268,2601405.6639,1144078.3663,1113.6507,111.2103 g,84.4449 g,140.3231,136.1545,,14.09.2022 11:36:43
3_TS091411364184,2601405.6686,1144078.3654,1113.6520,111.2103 g,84.4448 g,140.3280,136.1592,,14.09.2022 11:36:42
3_TS091411364112,2601405.6559,1144078.3677,1113.6487,111.2103 g,84.4448 g,140.3147,136.1463,,14.09.2022 11:36:41
3_TS091411364008,2601405.6511,1144078.3685,1113.6476,111.2103 g,84.4448 g,140.3097,136.1415,,14.09.2022 11:36:40
3_TS091411363931,2601405.6500,1144078.3687,1113.6473,111.2103 g,84.4448 g,140.3086,136.1404,,14.09.2022 11:36:39
3_TS091411363842,2601405.6483,1144078.3690,1113.6468,111.2103 g,84.4448 g,140.3068,136.1386,,14.09.2022 11:36:38
3_TS091411363748,2601405.6589,1144078.3671,1113.6495,111.2103 g,84.4449 g,140.3179,136.1494,,14.09.2022 11:36:37
3_TS091411363661,2601405.6683,1144078.3655,1113.6518,111.2103 g,84.4449 g,140.3277,136.1589,,14.09.2022 11:36:37
3_TS091411363573,2601405.6637,1144078.3663,1113.6506,111.2103 g,84.4449 g,140.3229,136.1543,,14.09.2022 11:36:36
3_TS091411363490,2601405.6545,1144078.3679,1113.6483,111.2103 g,84.4449 g,140.3133,136.1450,,14.09.2022 11:36:35
3_TS091411363476,2601405.6568,1144078.3675,1113.6489,111.2103 g,84.4449 g,140.3157,136.1473,,14.09.2022 11:36:35
3_TS091411363268,2601405.6517,1144078.3684,1113.6476,111.2103 g,84.4449 g,140.3103,136.1421,,14.09.2022 11:36:33
3_TS091411363196,2601405.6573,1144078.3674,1113.6490,111.2103 g,84.4449 g,140.3162,136.1478,,14.09.2022 11:36:32
3_TS091411363094,2601405.6584,1144078.3672,1113.6493,111.2104 g,84.4449 g,140.3173,136.1489,,14.09.2022 11:36:31
3_TS091411363012,2601405.6618,1144078.3666,1113.6501,111.2103 g,84.4449 g,140.3209,136.1524,,14.09.2022 11:36:30
3_TS091411362905,2601405.6565,1144078.3675,1113.6489,111.2104 g,84.4449 g,140.3154,136.1470,,14.09.2022 11:36:29
3_TS091411362812,2601405.6567,1144078.3674,1113.6488,111.2104 g,84.4449 g,140.3156,136.1472,,14.09.2022 11:36:28
3_TS091411362732,2601405.6488,1144078.3688,1113.6469,111.2104 g,84.4449 g,140.3073,136.1392,,14.09.2022 11:36:27
3_TS091411362646,2601405.6536,1144078.3680,1113.6481,111.2104 g,84.4449 g,140.3123,136.1440,,14.09.2022 11:36:26
3_TS091411362549,2601405.6519,1144078.3683,1113.6477,111.2104 g,84.4449 g,140.3106,136.1424,,14.09.2022 11:36:25
3_TS091411362467,2601405.6546,1144078.3678,1113.6484,111.2104 g,84.4449 g,140.3134,136.1451,,14.09.2022 11:36:25
3_TS091411362389,2601405.6567,1144078.3675,1113.6490,111.2104 g,84.4448 g,140.3156,136.1472,,14.09.2022 11:36:24
3_TS091411362316,2601405.6508,1144078.3685,1113.6475,111.2104 g,84.4448 g,140.3094,136.1412,,14.09.2022 11:36:23
3_TS091411362217,2601405.6508,1144078.3685,1113.6475,111.2104 g,84.4448 g,140.3094,136.1412,,14.09.2022 11:36:22
3_TS091411362132,2601405.6532,1144078.3680,1113.6481,111.2104 g,84.4448 g,140.3120,136.1437,,14.09.2022 11:36:21
3_TS091411362017,2601405.6597,1144078.3668,1113.6498,111.2104 g,84.4448 g,140.3188,136.1503,,14.09.2022 11:36:20
3_TS091411361910,2601405.6548,1144078.3677,1113.6486,111.2104 g,84.4448 g,140.3136,136.1452,,14.09.2022 11:36:19
3_TS091411361868,2601405.6529,1144078.3680,1113.6481,111.2104 g,84.4448 g,140.3117,136.1434,,14.09.2022 11:36:19
3_TS091411361732,2601405.6567,1144078.3674,1113.6490,111.2104 g,84.4448 g,140.3156,136.1472,,14.09.2022 11:36:17
3_TS091411361636,2601405.6541,1144078.3678,1113.6485,111.2104 g,84.4448 g,140.3129,136.1445,,14.09.2022 11:36:16
3_TS091411361550,2601405.6526,1144078.3681,1113.6482,111.2104 g,84.4447 g,140.3114,136.1431,,14.09.2022 11:36:16
3_TS091411361465,2601405.6559,1144078.3674,1113.6489,111.2104 g,84.4448 g,140.3148,136.1464,,14.09.2022 11:36:15
3_TS091411361375,2601405.6540,1144078.3678,1113.6485,111.2104 g,84.4448 g,140.3128,136.1444,,14.09.2022 11:36:14
3_TS091411361278,2601405.6582,1144078.3670,1113.6496,111.2104 g,84.4447 g,140.3173,136.1488,,14.09.2022 11:36:13
3_TS091411361196,2601405.6551,1144078.3676,1113.6488,111.2104 g,84.4447 g,140.3140,136.1456,,14.09.2022 11:36:12
3_TS091411361089,2601405.6584,1144078.3670,1113.6497,111.2104 g,84.4447 g,140.3175,136.1490,,14.09.2022 11:36:11
3_TS091411361007,2601405.6417,1144078.3699,1113.6455,111.2105 g,84.4447 g,140.3000,136.1320,,14.09.2022 11:36:10
3_TS091411360904,2601405.6502,1144078.3684,1113.6476,111.2105 g,84.4447 g,140.3089,136.1406,,14.09.2022 11:36:09
3_TS091411360773,2601405.6552,1144078.3675,1113.6490,111.2105 g,84.4447 g,140.3142,136.1457,,14.09.2022 11:36:08
3_TS091411360650,2601405.6589,1144078.3668,1113.6499,111.2105 g,84.4447 g,140.3180,136.1494,,14.09.2022 11:36:07
3_TS091411360564,2601405.6587,1144078.3669,1113.6499,111.2105 g,84.4447 g,140.3178,136.1492,,14.09.2022 11:36:06
3_TS091411360467,2601405.6531,1144078.3679,1113.6484,111.2105 g,84.4447 g,140.3120,136.1436,,14.09.2022 11:36:05
3_TS091411360367,2601405.6481,1144078.3688,1113.6472,111.2105 g,84.4446 g,140.3067,136.1384,,14.09.2022 11:36:04
3_TS091411360271,2601405.6484,1144078.3687,1113.6472,111.2105 g,84.4447 g,140.3070,136.1388,,14.09.2022 11:36:03
3_TS091411360244,2601405.6601,1144078.3666,1113.6503,111.2105 g,84.4447 g,140.3193,136.1507,,14.09.2022 11:36:02
3_TS091411360088,2601405.6599,1144078.3667,1113.6503,111.2105 g,84.4446 g,140.3191,136.1505,,14.09.2022 11:36:01
3_TS091411360000,2601405.6594,1144078.3667,1113.6502,111.2105 g,84.4446 g,140.3186,136.1500,,14.09.2022 11:36:00
3_TS091411355905,2601405.6575,1144078.3671,1113.6497,111.2105 g,84.4446 g,140.3166,136.1480,,14.09.2022 11:35:59
3_TS091411355810,2601405.6501,1144078.3684,1113.6478,111.2105 g,84.4446 g,140.3089,136.1406,,14.09.2022 11:35:58
3_TS091411355722,2601405.6510,1144078.3682,1113.6482,111.2105 g,84.4445 g,140.3099,136.1415,,14.09.2022 11:35:57
3_TS091411355635,2601405.6538,1144078.3677,1113.6489,111.2105 g,84.4445 g,140.3128,136.1443,,14.09.2022 11:35:56
3_TS091411355518,2601405.6605,1144078.3666,1113.6505,111.2105 g,84.4446 g,140.3198,136.1511,,14.09.2022 11:35:55
3_TS091411355408,2601405.6612,1144078.3664,1113.6508,111.2105 g,84.4446 g,140.3205,136.1518,,14.09.2022 11:35:54
3_TS091411355317,2601405.6522,1144078.3680,1113.6485,111.2105 g,84.4446 g,140.3111,136.1427,,14.09.2022 11:35:53
3_TS091411355216,2601405.6486,1144078.3687,1113.6475,111.2105 g,84.4446 g,140.3073,136.1390,,14.09.2022 11:35:52
3_TS091411355114,2601405.6524,1144078.3680,1113.6485,111.2105 g,84.4446 g,140.3113,136.1429,,14.09.2022 11:35:51
3_TS091411355024,2601405.6597,1144078.3667,1113.6504,111.2105 g,84.4446 g,140.3189,136.1502,,14.09.2022 11:35:50
3_TS091411354933,2601405.6548,1144078.3676,1113.6492,111.2105 g,84.4445 g,140.3138,136.1453,,14.09.2022 11:35:49
3_TS091411354851,2601405.6640,1144078.3660,1113.6515,111.2105 g,84.4445 g,140.3234,136.1546,,14.09.2022 11:35:49
3_TS091411354777,2601405.6519,1144078.3681,1113.6485,111.2105 g,84.4445 g,140.3108,136.1424,,14.09.2022 11:35:48
3_TS091411354665,2601405.6532,1144078.3679,1113.6488,111.2105 g,84.4445 g,140.3121,136.1436,,14.09.2022 11:35:47
3_TS091411354633,2601405.6511,1144078.3682,1113.6483,111.2105 g,84.4445 g,140.3100,136.1416,,14.09.2022 11:35:46
3_TS091411354482,2601405.6498,1144078.3684,1113.6480,111.2105 g,84.4445 g,140.3086,136.1402,,14.09.2022 11:35:45
3_TS091411354389,2601405.6599,1144078.3667,1113.6506,111.2105 g,84.4445 g,140.3192,136.1505,,14.09.2022 11:35:44
3_TS091411354261,2601405.6569,1144078.3672,1113.6498,111.2105 g,84.4445 g,140.3160,136.1474,,14.09.2022 11:35:43
3_TS091411354167,2601405.6576,1144078.3671,1113.6499,111.2105 g,84.4445 g,140.3167,136.1481,,14.09.2022 11:35:42
3_TS091411354072,2601405.6559,1144078.3674,1113.6495,111.2105 g,84.4445 g,140.3150,136.1464,,14.09.2022 11:35:41
3_TS091411353982,2601405.6484,1144078.3687,1113.6475,111.2105 g,84.4446 g,140.3071,136.1388,,14.09.2022 11:35:40
3_TS091411353888,2601405.6555,1144078.3674,1113.6494,111.2105 g,84.4445 g,140.3146,136.1460,,14.09.2022 11:35:39
3_TS091411353808,2601405.6575,1144078.3671,1113.6498,111.2105 g,84.4445 g,140.3166,136.1480,,14.09.2022 11:35:38
3_TS091411353714,2601405.6657,1144078.3656,1113.6519,111.2105 g,84.4445 g,140.3252,136.1563,,14.09.2022 11:35:37
3_TS091411353613,2601405.6580,1144078.3670,1113.6499,111.2105 g,84.4446 g,140.3171,136.1485,,14.09.2022 11:35:36
3_TS091411353522,2601405.6526,1144078.3680,1113.6485,111.2105 g,84.4446 g,140.3115,136.1431,,14.09.2022 11:35:35
3_TS091411353431,2601405.6513,1144078.3682,1113.6482,111.2105 g,84.4446 g,140.3101,136.1417,,14.09.2022 11:35:34
3_TS091411353342,2601405.6510,1144078.3683,1113.6481,111.2105 g,84.4446 g,140.3098,136.1414,,14.09.2022 11:35:33
3_TS091411353230,2601405.6530,1144078.3679,1113.6486,111.2105 g,84.4446 g,140.3119,136.1435,,14.09.2022 11:35:32
3_TS091411353148,2601405.6578,1144078.3670,1113.6498,111.2105 g,84.4446 g,140.3169,136.1483,,14.09.2022 11:35:31
3_TS091411353034,2601405.6626,1144078.3662,1113.6510,111.2105 g,84.4446 g,140.3219,136.1532,,14.09.2022 11:35:30
3_TS091411352935,2601405.6515,1144078.3681,1113.6483,111.2105 g,84.4446 g,140.3103,136.1419,,14.09.2022 11:35:29
3_TS091411352828,2601405.6475,1144078.3688,1113.6472,111.2105 g,84.4446 g,140.3061,136.1378,,14.09.2022 11:35:28
3_TS091411352742,2601405.6492,1144078.3686,1113.6476,111.2105 g,84.4446 g,140.3079,136.1396,,14.09.2022 11:35:27
3_TS091411352642,2601405.6529,1144078.3679,1113.6486,111.2105 g,84.4446 g,140.3118,136.1434,,14.09.2022 11:35:26
3_TS091411352548,2601405.6603,1144078.3666,1113.6505,111.2105 g,84.4446 g,140.3196,136.1509,,14.09.2022 11:35:25
3_TS091411352452,2601405.6620,1144078.3663,1113.6509,111.2105 g,84.4446 g,140.3213,136.1526,,14.09.2022 11:35:25
3_TS091411352353,2601405.6539,1144078.3678,1113.6489,111.2105 g,84.4446 g,140.3128,136.1443,,14.09.2022 11:35:24
3_TS091411352264,2601405.6489,1144078.3686,1113.6476,111.2105 g,84.4446 g,140.3076,136.1393,,14.09.2022 11:35:23
3_TS091411352162,2601405.6542,1144078.3677,1113.6490,111.2104 g,84.4446 g,140.3132,136.1447,,14.09.2022 11:35:22
3_TS091411352058,2601405.6593,1144078.3668,1113.6502,111.2105 g,84.4446 g,140.3185,136.1499,,14.09.2022 11:35:21
3_TS091411351955,2601405.6588,1144078.3668,1113.6501,111.2105 g,84.4446 g,140.3180,136.1494,,14.09.2022 11:35:20
3_TS091411351863,2601405.6607,1144078.3665,1113.6505,111.2105 g,84.4446 g,140.3200,136.1513,,14.09.2022 11:35:19
3_TS091411351730,2601405.6508,1144078.3683,1113.6481,111.2105 g,84.4446 g,140.3096,136.1412,,14.09.2022 11:35:17
3_TS091411351628,2601405.6558,1144078.3674,1113.6493,111.2105 g,84.4446 g,140.3148,136.1463,,14.09.2022 11:35:16
3_TS091411351545,2601405.6526,1144078.3679,1113.6484,111.2105 g,84.4446 g,140.3115,136.1431,,14.09.2022 11:35:15
3_TS091411351505,2601405.6586,1144078.3669,1113.6500,111.2105 g,84.4446 g,140.3178,136.1492,,14.09.2022 11:35:15
3_TS091411351341,2601405.6669,1144078.3654,1113.6521,111.2105 g,84.4446 g,140.3264,136.1575,,14.09.2022 11:35:13
3_TS091411351235,2601405.6588,1144078.3669,1113.6501,111.2105 g,84.4446 g,140.3180,136.1494,,14.09.2022 11:35:12
3_TS091411351143,2601405.6599,1144078.3667,1113.6504,111.2105 g,84.4446 g,140.3191,136.1504,,14.09.2022 11:35:11
3_TS091411351053,2601405.6538,1144078.3678,1113.6489,111.2104 g,84.4446 g,140.3128,136.1443,,14.09.2022 11:35:11
3_TS091411350965,2601405.6557,1144078.3674,1113.6494,111.2105 g,84.4445 g,140.3148,136.1462,,14.09.2022 11:35:10
3_TS091411350872,2601405.6580,1144078.3670,1113.6500,111.2104 g,84.4445 g,140.3172,136.1486,,14.09.2022 11:35:09
3_TS091411350777,2601405.6541,1144078.3678,1113.6488,111.2104 g,84.4446 g,140.3130,136.1445,,14.09.2022 11:35:08
3_TS091411350697,2601405.6580,1144078.3671,1113.6499,111.2104 g,84.4446 g,140.3171,136.1485,,14.09.2022 11:35:07
3_TS091411350605,2601405.6567,1144078.3673,1113.6495,111.2104 g,84.4446 g,140.3158,136.1473,,14.09.2022 11:35:06
3_TS091411350488,2601405.6525,1144078.3681,1113.6484,111.2104 g,84.4446 g,140.3113,136.1429,,14.09.2022 11:35:05
3_TS091411350387,2601405.6551,1144078.3676,1113.6490,111.2104 g,84.4447 g,140.3140,136.1455,,14.09.2022 11:35:04
3_TS091411350287,2601405.6578,1144078.3671,1113.6497,111.2104 g,84.4447 g,140.3169,136.1483,,14.09.2022 11:35:03
3_TS091411350185,2601405.6624,1144078.3663,1113.6508,111.2104 g,84.4447 g,140.3217,136.1530,,14.09.2022 11:35:02
3_TS091411350095,2601405.6611,1144078.3665,1113.6504,111.2104 g,84.4447 g,140.3203,136.1517,,14.09.2022 11:35:01
3_TS091411350008,2601405.6535,1144078.3679,1113.6484,111.2104 g,84.4447 g,140.3123,136.1439,,14.09.2022 11:35:00
3_TS091411345914,2601405.6562,1144078.3674,1113.6492,111.2104 g,84.4447 g,140.3152,136.1467,,14.09.2022 11:34:59
3_TS091411345876,2601405.6568,1144078.3673,1113.6493,111.2104 g,84.4447 g,140.3158,136.1473,,14.09.2022 11:34:59
3_TS091411345729,2601405.6562,1144078.3674,1113.6491,111.2104 g,84.4447 g,140.3152,136.1467,,14.09.2022 11:34:57
3_TS091411345630,2601405.6583,1144078.3670,1113.6497,111.2104 g,84.4447 g,140.3174,136.1489,,14.09.2022 11:34:56
3_TS091411345538,2601405.6579,1144078.3671,1113.6496,111.2104 g,84.4447 g,140.3169,136.1484,,14.09.2022 11:34:55
3_TS091411345434,2601405.6530,1144078.3680,1113.6482,111.2104 g,84.4448 g,140.3118,136.1435,,14.09.2022 11:34:54
3_TS091411345348,2601405.6527,1144078.3680,1113.6481,111.2104 g,84.4448 g,140.3115,136.1432,,14.09.2022 11:34:53
3_TS091411345233,2601405.6518,1144078.3682,1113.6480,111.2104 g,84.4447 g,140.3106,136.1423,,14.09.2022 11:34:52
3_TS091411345146,2601405.6599,1144078.3667,1113.6500,111.2104 g,84.4447 g,140.3190,136.1504,,14.09.2022 11:34:51
3_TS091411345044,2601405.6590,1144078.3669,1113.6497,111.2104 g,84.4448 g,140.3181,136.1496,,14.09.2022 11:34:50
3_TS091411344955,2601405.6594,1144078.3668,1113.6498,111.2105 g,84.4448 g,140.3185,136.1500,,14.09.2022 11:34:50
3_TS091411344867,2601405.6530,1144078.3679,1113.6482,111.2105 g,84.4448 g,140.3118,136.1435,,14.09.2022 11:34:49
3_TS091411344775,2601405.6531,1144078.3679,1113.6482,111.2104 g,84.4448 g,140.3119,136.1436,,14.09.2022 11:34:48
3_TS091411344688,2601405.6597,1144078.3667,1113.6499,111.2105 g,84.4448 g,140.3188,136.1503,,14.09.2022 11:34:47
3_TS091411344594,2601405.6587,1144078.3669,1113.6496,111.2105 g,84.4448 g,140.3178,136.1493,,14.09.2022 11:34:46
3_TS091411344495,2601405.6532,1144078.3679,1113.6482,111.2105 g,84.4448 g,140.3120,136.1437,,14.09.2022 11:34:45
3_TS091411344395,2601405.6523,1144078.3680,1113.6479,111.2105 g,84.4448 g,140.3110,136.1427,,14.09.2022 11:34:44
3_TS091411344307,2601405.6563,1144078.3673,1113.6489,111.2104 g,84.4448 g,140.3152,136.1468,,14.09.2022 11:34:43
3_TS091411344276,2601405.6580,1144078.3671,1113.6494,111.2104 g,84.4448 g,140.3170,136.1485,,14.09.2022 11:34:43
3_TS091411344128,2601405.6501,1144078.3685,1113.6472,111.2104 g,84.4449 g,140.3087,136.1405,,14.09.2022 11:34:41
3_TS091411344002,2601405.6593,1144078.3668,1113.6496,111.2104 g,84.4449 g,140.3183,136.1498,,14.09.2022 11:34:40
3_TS091411343913,2601405.6516,1144078.3682,1113.6477,111.2105 g,84.4448 g,140.3103,136.1420,,14.09.2022 11:34:39
3_TS091411343815,2601405.6569,1144078.3672,1113.6489,111.2104 g,84.4449 g,140.3158,136.1474,,14.09.2022 11:34:38
3_TS091411343733,2601405.6582,1144078.3670,1113.6493,111.2104 g,84.4449 g,140.3172,136.1488,,14.09.2022 11:34:37
3_TS091411343634,2601405.6541,1144078.3677,1113.6482,111.2104 g,84.4449 g,140.3129,136.1446,,14.09.2022 11:34:36
3_TS091411343546,2601405.6541,1144078.3677,1113.6482,111.2104 g,84.4449 g,140.3129,136.1446,,14.09.2022 11:34:35
3_TS091411343452,2601405.6529,1144078.3680,1113.6479,111.2104 g,84.4449 g,140.3116,136.1433,,14.09.2022 11:34:35
3_TS091411343369,2601405.6541,1144078.3678,1113.6481,111.2104 g,84.4449 g,140.3128,136.1445,,14.09.2022 11:34:34
3_TS091411343277,2601405.6588,1144078.3669,1113.6493,111.2104 g,84.4449 g,140.3178,136.1494,,14.09.2022 11:34:33
3_TS091411343181,2601405.6563,1144078.3674,1113.6487,111.2104 g,84.4449 g,140.3152,136.1469,,14.09.2022 11:34:32
3_TS091411343085,2601405.6619,1144078.3664,1113.6501,111.2104 g,84.4449 g,140.3210,136.1525,,14.09.2022 11:34:31
3_TS091411342993,2601405.6540,1144078.3678,1113.6481,111.2104 g,84.4449 g,140.3127,136.1444,,14.09.2022 11:34:30
3_TS091411342906,2601405.6579,1144078.3671,1113.6491,111.2104 g,84.4449 g,140.3168,136.1484,,14.09.2022 11:34:29
3_TS091411342782,2601405.6518,1144078.3682,1113.6474,111.2104 g,84.4450 g,140.3104,136.1422,,14.09.2022 11:34:28
3_TS091411342684,2601405.6589,1144078.3669,1113.6493,111.2104 g,84.4450 g,140.3179,136.1495,,14.09.2022 11:34:27
3_TS091411342659,2601405.6609,1144078.3665,1113.6498,111.2104 g,84.4450 g,140.3200,136.1515,,14.09.2022 11:34:27
3_TS091411342485,2601405.6577,1144078.3671,1113.6489,111.2104 g,84.4450 g,140.3166,136.1482,,14.09.2022 11:34:25
3_TS091411342413,2601405.6567,1144078.3673,1113.6486,111.2104 g,84.4450 g,140.3155,136.1472,,14.09.2022 11:34:24
3_TS091411342314,2601405.6523,1144078.3680,1113.6475,111.2105 g,84.4450 g,140.3109,136.1427,,14.09.2022 11:34:23
3_TS091411342227,2601405.6570,1144078.3672,1113.6486,111.2105 g,84.4450 g,140.3158,136.1475,,14.09.2022 11:34:22
3_TS091411342133,2601405.6544,1144078.3677,1113.6480,111.2104 g,84.4450 g,140.3131,136.1449,,14.09.2022 11:34:21
3_TS091411342044,2601405.6568,1144078.3672,1113.6485,111.2105 g,84.4450 g,140.3156,136.1473,,14.09.2022 11:34:20
3_TS091411341946,2601405.6565,1144078.3673,1113.6484,111.2104 g,84.4451 g,140.3153,136.1470,,14.09.2022 11:34:19
3_TS091411341855,2601405.6540,1144078.3677,1113.6478,111.2104 g,84.4451 g,140.3127,136.1445,,14.09.2022 11:34:19
3_TS091411341781,2601405.6528,1144078.3679,1113.6474,111.2105 g,84.4451 g,140.3114,136.1432,,14.09.2022 11:34:18
3_TS091411341684,2601405.6568,1144078.3672,1113.6484,111.2105 g,84.4451 g,140.3156,136.1473,,14.09.2022 11:34:17
3_TS091411341552,2601405.6544,1144078.3676,1113.6478,111.2105 g,84.4451 g,140.3131,136.1449,,14.09.2022 11:34:16
3_TS091411341477,2601405.6566,1144078.3673,1113.6483,111.2104 g,84.4451 g,140.3154,136.1471,,14.09.2022 11:34:15
3_TS091411341372,2601405.6561,1144078.3673,1113.6482,111.2105 g,84.4451 g,140.3149,136.1467,,14.09.2022 11:34:14
3_TS091411341289,2601405.6556,1144078.3674,1113.6481,111.2105 g,84.4451 g,140.3143,136.1461,,14.09.2022 11:34:13
3_TS091411341191,2601405.6547,1144078.3676,1113.6478,111.2104 g,84.4451 g,140.3134,136.1452,,14.09.2022 11:34:12
3_TS091411341118,2601405.6540,1144078.3677,1113.6477,111.2105 g,84.4451 g,140.3127,136.1445,,14.09.2022 11:34:11
3_TS091411341052,2601405.6565,1144078.3673,1113.6482,111.2105 g,84.4451 g,140.3153,136.1471,,14.09.2022 11:34:11
3_TS091411341027,2601405.6583,1144078.3670,1113.6487,111.2105 g,84.4451 g,140.3171,136.1488,,14.09.2022 11:34:10
3_TS091411340825,2601405.6542,1144078.3677,1113.6477,111.2105 g,84.4451 g,140.3129,136.1447,,14.09.2022 11:34:08
3_TS091411340743,2601405.6579,1144078.3670,1113.6487,111.2105 g,84.4451 g,140.3167,136.1484,,14.09.2022 11:34:07
3_TS091411340650,2601405.6589,1144078.3669,1113.6489,111.2104 g,84.4451 g,140.3178,136.1495,,14.09.2022 11:34:07
3_TS091411340563,2601405.6561,1144078.3673,1113.6482,111.2105 g,84.4451 g,140.3149,136.1467,,14.09.2022 11:34:06
3_TS091411340467,2601405.6528,1144078.3680,1113.6473,111.2104 g,84.4451 g,140.3114,136.1433,,14.09.2022 11:34:05
3_TS091411340382,2601405.6604,1144078.3666,1113.6493,111.2105 g,84.4451 g,140.3194,136.1510,,14.09.2022 11:34:04
3_TS091411340253,2601405.6590,1144078.3668,1113.6489,111.2105 g,84.4451 g,140.3179,136.1496,,14.09.2022 11:34:03
3_TS091411340153,2601405.6641,1144078.3659,1113.6502,111.2104 g,84.4451 g,140.3232,136.1547,,14.09.2022 11:34:02
3_TS091411340060,2601405.6614,1144078.3664,1113.6495,111.2105 g,84.4451 g,140.3204,136.1520,,14.09.2022 11:34:01
3_TS091411335967,2601405.6521,1144078.3681,1113.6471,111.2104 g,84.4451 g,140.3107,136.1426,,14.09.2022 11:34:00
3_TS091411335868,2601405.6518,1144078.3681,1113.6470,111.2105 g,84.4452 g,140.3103,136.1422,,14.09.2022 11:33:59
3_TS091411335765,2601405.6523,1144078.3681,1113.6471,111.2104 g,84.4452 g,140.3108,136.1427,,14.09.2022 11:33:58
3_TS091411335667,2601405.6541,1144078.3677,1113.6474,111.2105 g,84.4452 g,140.3127,136.1446,,14.09.2022 11:33:57
3_TS091411335574,2601405.6582,1144078.3670,1113.6486,111.2105 g,84.4452 g,140.3170,136.1487,,14.09.2022 11:33:56
3_TS091411335492,2601405.6520,1144078.3681,1113.6469,111.2104 g,84.4452 g,140.3105,136.1424,,14.09.2022 11:33:55
